01	Uusimaa	018	Askola
01	Uusimaa	049	Espoo
01	Uusimaa	078	Hanko
01	Uusimaa	091	Helsinki
01	Uusimaa	092	Vantaa
01	Uusimaa	106	Hyvinkää
01	Uusimaa	149	Inkoo
01	Uusimaa	186	Järvenpää
01	Uusimaa	224	Karkkila
01	Uusimaa	235	Kauniainen
01	Uusimaa	245	Kerava
01	Uusimaa	257	Kirkkonummi
01	Uusimaa	407	Lapinjärvi
01	Uusimaa	434	Loviisa
01	Uusimaa	444	Lohja
01	Uusimaa	504	Myrskylä
01	Uusimaa	505	Mäntsälä
01	Uusimaa	543	Nurmijärvi
01	Uusimaa	611	Pornainen
01	Uusimaa	616	Pukkila
01	Uusimaa	638	Porvoo
01	Uusimaa	710	Raasepori
01	Uusimaa	753	Sipoo
01	Uusimaa	755	Siuntio
01	Uusimaa	858	Tuusula
01	Uusimaa	927	Vihti
02	Varsinais-Suomi	019	Aura
02	Varsinais-Suomi	202	Kaarina
02	Varsinais-Suomi	284	Koski Tl
02	Varsinais-Suomi	304	Kustavi
02	Varsinais-Suomi	322	Kemiönsaari
02	Varsinais-Suomi	400	Laitila
02	Varsinais-Suomi	423	Lieto
02	Varsinais-Suomi	430	Loimaa
02	Varsinais-Suomi	445	Parainen
02	Varsinais-Suomi	480	Marttila
02	Varsinais-Suomi	481	Masku
02	Varsinais-Suomi	503	Mynämäki
02	Varsinais-Suomi	529	Naantali
02	Varsinais-Suomi	538	Nousiainen
02	Varsinais-Suomi	561	Oripää
02	Varsinais-Suomi	577	Paimio
02	Varsinais-Suomi	631	Pyhäranta
02	Varsinais-Suomi	636	Pöytyä
02	Varsinais-Suomi	680	Raisio
02	Varsinais-Suomi	704	Rusko
02	Varsinais-Suomi	734	Salo
02	Varsinais-Suomi	738	Sauvo
02	Varsinais-Suomi	761	Somero
02	Varsinais-Suomi	833	Taivassalo
02	Varsinais-Suomi	838	Tarvasjoki
02	Varsinais-Suomi	853	Turku
02	Varsinais-Suomi	895	Uusikaupunki
02	Varsinais-Suomi	918	Vehmaa
04	Satakunta	050	Eura
04	Satakunta	051	Eurajoki
04	Satakunta	079	Harjavalta
04	Satakunta	099	Honkajoki
04	Satakunta	102	Huittinen
04	Satakunta	181	Jämijärvi
04	Satakunta	214	Kankaanpää
04	Satakunta	230	Karvia
04	Satakunta	271	Kokemäki
04	Satakunta	319	Köyliö
04	Satakunta	413	Lavia
04	Satakunta	442	Luvia
04	Satakunta	484	Merikarvia
04	Satakunta	531	Nakkila
04	Satakunta	608	Pomarkku
04	Satakunta	609	Pori
04	Satakunta	684	Rauma
04	Satakunta	747	Siikainen
04	Satakunta	783	Säkylä
04	Satakunta	886	Ulvila
05	Kanta-Häme	061	Forssa
05	Kanta-Häme	082	Hattula
05	Kanta-Häme	086	Hausjärvi
05	Kanta-Häme	103	Humppila
05	Kanta-Häme	109	Hämeenlinna
05	Kanta-Häme	165	Janakkala
05	Kanta-Häme	169	Jokioinen
05	Kanta-Häme	433	Loppi
05	Kanta-Häme	694	Riihimäki
05	Kanta-Häme	834	Tammela
05	Kanta-Häme	981	Ypäjä
06	Pirkanmaa	020	Akaa
06	Pirkanmaa	108	Hämeenkyrö
06	Pirkanmaa	143	Ikaalinen
06	Pirkanmaa	177	Juupajoki
06	Pirkanmaa	211	Kangasala
06	Pirkanmaa	250	Kihniö
06	Pirkanmaa	418	Lempäälä
06	Pirkanmaa	508	Mänttä-Vilppula
06	Pirkanmaa	536	Nokia
06	Pirkanmaa	562	Orivesi
06	Pirkanmaa	581	Parkano
06	Pirkanmaa	604	Pirkkala
06	Pirkanmaa	619	Punkalaidun
06	Pirkanmaa	635	Pälkäne
06	Pirkanmaa	702	Ruovesi
06	Pirkanmaa	790	Sastamala
06	Pirkanmaa	837	Tampere
06	Pirkanmaa	887	Urjala
06	Pirkanmaa	908	Valkeakoski
06	Pirkanmaa	922	Vesilahti
06	Pirkanmaa	936	Virrat
06	Pirkanmaa	980	Ylöjärvi
07	Päijät-Häme	016	Asikkala
07	Päijät-Häme	081	Hartola
07	Päijät-Häme	098	Hollola
07	Päijät-Häme	111	Heinola
07	Päijät-Häme	283	Hämeenkoski
07	Päijät-Häme	316	Kärkölä
07	Päijät-Häme	398	Lahti
07	Päijät-Häme	532	Nastola
07	Päijät-Häme	560	Orimattila
07	Päijät-Häme	576	Padasjoki
07	Päijät-Häme	781	Sysmä
08	Kymenlaakso	075	Hamina
08	Kymenlaakso	142	Iitti
08	Kymenlaakso	285	Kotka
08	Kymenlaakso	286	Kouvola
08	Kymenlaakso	489	Miehikkälä
08	Kymenlaakso	624	Pyhtää
08	Kymenlaakso	935	Virolahti
09	Etelä-Karjala	153	Imatra
09	Etelä-Karjala	405	Lappeenranta
09	Etelä-Karjala	416	Lemi
09	Etelä-Karjala	441	Luumäki
09	Etelä-Karjala	580	Parikkala
09	Etelä-Karjala	689	Rautjärvi
09	Etelä-Karjala	700	Ruokolahti
09	Etelä-Karjala	739	Savitaipale
09	Etelä-Karjala	831	Taipalsaari
10	Etelä-Savo	046	Enonkoski
10	Etelä-Savo	090	Heinävesi
10	Etelä-Savo	097	Hirvensalmi
10	Etelä-Savo	171	Joroinen
10	Etelä-Savo	178	Juva
10	Etelä-Savo	213	Kangasniemi
10	Etelä-Savo	491	Mikkeli
10	Etelä-Savo	507	Mäntyharju
10	Etelä-Savo	588	Pertunmaa
10	Etelä-Savo	593	Pieksämäki
10	Etelä-Savo	623	Puumala
10	Etelä-Savo	681	Rantasalmi
10	Etelä-Savo	740	Savonlinna
10	Etelä-Savo	768	Sulkava
11	Pohjois-Savo	140	Iisalmi
11	Pohjois-Savo	174	Juankoski
11	Pohjois-Savo	204	Kaavi
11	Pohjois-Savo	239	Keitele
11	Pohjois-Savo	263	Kiuruvesi
11	Pohjois-Savo	297	Kuopio
11	Pohjois-Savo	402	Lapinlahti
11	Pohjois-Savo	420	Leppävirta
11	Pohjois-Savo	476	Maaninka
11	Pohjois-Savo	595	Pielavesi
11	Pohjois-Savo	686	Rautalampi
11	Pohjois-Savo	687	Rautavaara
11	Pohjois-Savo	749	Siilinjärvi
11	Pohjois-Savo	762	Sonkajärvi
11	Pohjois-Savo	778	Suonenjoki
11	Pohjois-Savo	844	Tervo
11	Pohjois-Savo	857	Tuusniemi
11	Pohjois-Savo	915	Varkaus
11	Pohjois-Savo	921	Vesanto
11	Pohjois-Savo	925	Vieremä
12	Pohjois-Karjala	146	Ilomantsi
12	Pohjois-Karjala	167	Joensuu
12	Pohjois-Karjala	176	Juuka
12	Pohjois-Karjala	260	Kitee
12	Pohjois-Karjala	276	Kontiolahti
12	Pohjois-Karjala	309	Outokumpu
12	Pohjois-Karjala	422	Lieksa
12	Pohjois-Karjala	426	Liperi
12	Pohjois-Karjala	541	Nurmes
12	Pohjois-Karjala	607	Polvijärvi
12	Pohjois-Karjala	707	Rääkkylä
12	Pohjois-Karjala	848	Tohmajärvi
12	Pohjois-Karjala	911	Valtimo
13	Keski-Suomi	077	Hankasalmi
13	Keski-Suomi	172	Joutsa
13	Keski-Suomi	179	Jyväskylä
13	Keski-Suomi	182	Jämsä
13	Keski-Suomi	216	Kannonkoski
13	Keski-Suomi	226	Karstula
13	Keski-Suomi	249	Keuruu
13	Keski-Suomi	256	Kinnula
13	Keski-Suomi	265	Kivijärvi
13	Keski-Suomi	275	Konnevesi
13	Keski-Suomi	291	Kuhmoinen
13	Keski-Suomi	312	Kyyjärvi
13	Keski-Suomi	410	Laukaa
13	Keski-Suomi	435	Luhanka
13	Keski-Suomi	495	Multia
13	Keski-Suomi	500	Muurame
13	Keski-Suomi	592	Petäjävesi
13	Keski-Suomi	601	Pihtipudas
13	Keski-Suomi	729	Saarijärvi
13	Keski-Suomi	850	Toivakka
13	Keski-Suomi	892	Uurainen
13	Keski-Suomi	931	Viitasaari
13	Keski-Suomi	992	Äänekoski
14	Etelä-Pohjanmaa	005	Alajärvi
14	Etelä-Pohjanmaa	010	Alavus
14	Etelä-Pohjanmaa	052	Evijärvi
14	Etelä-Pohjanmaa	145	Ilmajoki
14	Etelä-Pohjanmaa	151	Isojoki
14	Etelä-Pohjanmaa	164	Jalasjärvi
14	Etelä-Pohjanmaa	218	Karijoki
14	Etelä-Pohjanmaa	232	Kauhajoki
14	Etelä-Pohjanmaa	233	Kauhava
14	Etelä-Pohjanmaa	300	Kuortane
14	Etelä-Pohjanmaa	301	Kurikka
14	Etelä-Pohjanmaa	403	Lappajärvi
14	Etelä-Pohjanmaa	408	Lapua
14	Etelä-Pohjanmaa	743	Seinäjoki
14	Etelä-Pohjanmaa	759	Soini
14	Etelä-Pohjanmaa	846	Teuva
14	Etelä-Pohjanmaa	934	Vimpeli
14	Etelä-Pohjanmaa	989	Ähtäri
15	Pohjanmaa	152	Isokyrö
15	Pohjanmaa	231	Kaskinen
15	Pohjanmaa	280	Korsnäs
15	Pohjanmaa	287	Kristiinankaupunki
15	Pohjanmaa	288	Kruunupyy
15	Pohjanmaa	399	Laihia
15	Pohjanmaa	440	Luoto
15	Pohjanmaa	475	Maalahti
15	Pohjanmaa	499	Mustasaari
15	Pohjanmaa	545	Närpiö
15	Pohjanmaa	598	Pietarsaari
15	Pohjanmaa	599	Pedersören kunta
15	Pohjanmaa	893	Uusikaarlepyy
15	Pohjanmaa	905	Vaasa
15	Pohjanmaa	946	Vöyri
16	Keski-Pohjanmaa	074	Halsua
16	Keski-Pohjanmaa	217	Kannus
16	Keski-Pohjanmaa	236	Kaustinen
16	Keski-Pohjanmaa	272	Kokkola
16	Keski-Pohjanmaa	421	Lestijärvi
16	Keski-Pohjanmaa	584	Perho
16	Keski-Pohjanmaa	849	Toholampi
16	Keski-Pohjanmaa	924	Veteli
17	Pohjois-Pohjanmaa	009	Alavieska
17	Pohjois-Pohjanmaa	069	Haapajärvi
17	Pohjois-Pohjanmaa	071	Haapavesi
17	Pohjois-Pohjanmaa	072	Hailuoto
17	Pohjois-Pohjanmaa	139	Ii
17	Pohjois-Pohjanmaa	208	Kalajoki
17	Pohjois-Pohjanmaa	244	Kempele
17	Pohjois-Pohjanmaa	305	Kuusamo
17	Pohjois-Pohjanmaa	317	Kärsämäki
17	Pohjois-Pohjanmaa	425	Liminka
17	Pohjois-Pohjanmaa	436	Lumijoki
17	Pohjois-Pohjanmaa	483	Merijärvi
17	Pohjois-Pohjanmaa	494	Muhos
17	Pohjois-Pohjanmaa	535	Nivala
17	Pohjois-Pohjanmaa	563	Oulainen
17	Pohjois-Pohjanmaa	564	Oulu
17	Pohjois-Pohjanmaa	615	Pudasjärvi
17	Pohjois-Pohjanmaa	625	Pyhäjoki
17	Pohjois-Pohjanmaa	626	Pyhäjärvi
17	Pohjois-Pohjanmaa	630	Pyhäntä
17	Pohjois-Pohjanmaa	678	Raahe
17	Pohjois-Pohjanmaa	691	Reisjärvi
17	Pohjois-Pohjanmaa	746	Sievi
17	Pohjois-Pohjanmaa	748	Siikajoki
17	Pohjois-Pohjanmaa	791	Siikalatva
17	Pohjois-Pohjanmaa	832	Taivalkoski
17	Pohjois-Pohjanmaa	859	Tyrnävä
17	Pohjois-Pohjanmaa	889	Utajärvi
17	Pohjois-Pohjanmaa	977	Ylivieska
18	Kainuu	105	Hyrynsalmi
18	Kainuu	205	Kajaani
18	Kainuu	290	Kuhmo
18	Kainuu	578	Paltamo
18	Kainuu	620	Puolanka
18	Kainuu	697	Ristijärvi
18	Kainuu	765	Sotkamo
18	Kainuu	777	Suomussalmi
18	Kainuu	785	Vaala
19	Lappi	047	Enontekiö
19	Lappi	148	Inari
19	Lappi	240	Kemi
19	Lappi	241	Keminmaa
19	Lappi	261	Kittilä
19	Lappi	273	Kolari
19	Lappi	320	Kemijärvi
19	Lappi	498	Muonio
19	Lappi	583	Pelkosenniemi
19	Lappi	614	Posio
19	Lappi	683	Ranua
19	Lappi	698	Rovaniemi
19	Lappi	732	Salla
19	Lappi	742	Savukoski
19	Lappi	751	Simo
19	Lappi	758	Sodankylä
19	Lappi	845	Tervola
19	Lappi	851	Tornio
19	Lappi	854	Pello
19	Lappi	890	Utsjoki
19	Lappi	976	Ylitornio
21	Ahvenanmaa - Åland	035	Brändö
21	Ahvenanmaa - Åland	043	Eckerö
21	Ahvenanmaa - Åland	060	Finström
21	Ahvenanmaa - Åland	062	Föglö
21	Ahvenanmaa - Åland	065	Geta
21	Ahvenanmaa - Åland	076	Hammarland
21	Ahvenanmaa - Åland	170	Jomala
21	Ahvenanmaa - Åland	295	Kumlinge
21	Ahvenanmaa - Åland	318	Kökar
21	Ahvenanmaa - Åland	417	Lemland
21	Ahvenanmaa - Åland	438	Lumparland
21	Ahvenanmaa - Åland	478	Maarianhamina - Mariehamn
21	Ahvenanmaa - Åland	736	Saltvik
21	Ahvenanmaa - Åland	766	Sottunga
21	Ahvenanmaa - Åland	771	Sund
21	Ahvenanmaa - Åland	941	Vårdö
